학수번호,교과목이름,학점,이수구분,학년,학기,설강학과,교과목개요,교육과정학과코드
DAI2005,글로벌SW창업디자인2,,전공핵심,2,,인공지능학과,본 과목은 SW/ICT 공학도 대상으로 미국 실리콘밸리 지역의 기업체/스타트업에 종사하는 한양대 동문들로 구성된 ‘글로벌스타트업멘토단’에서 강의하는 비대면 실시간 교육 프로그램으로 진행된다. 이를 통하여 최신 SW/ICT 기술을 접하여 보고 이를 융합하여 Startup을 Design하는 방식을 배움으로써 기업가정신으로 무장된 글로벌 SW/ICT 인재로 성장할 수 있는 기회를 수강생들에게 제공한다. 본 과목은 '실리콘밸리 트렌드 영역'과 '실리콘밸리 SW Startup 창업 관련 영역' 2개 영역으로 진행되며 12개의 세부 모듈로 구성된다.,
DAI3001,인공지능연구실심화실습1,,전공심화,3,,인공지능학과,"- 인공지능 관련 경험을 쌓기 위한 연구실 인턴 및 과제를 수행한다.
- 연구주제에 대한 이해와 연구 활동에 참여하여 높은 수준의 학문을 탐색하고 이해한다.",
DAI3003,인공지능캡스톤디자인1,,전공심화,3,,인공지능학과,"이 과목은 학생들이 인공지능 기술을 이용하여 실제 문제를 해결하는 프로젝트를 진행하도록 설계되었습니다. 학생들은 팀을 이루어 주제를 선정하고, 프로젝트를 기획하고, 구현하며, 결과를 발표합니다. 이 과정에서 인공지능 알고리즘, 데이터 처리, 모델링, 평가 방법 등을 실습하게 됩니다.",
DAI3005,음성인식,,전공심화,4,,지능형로봇학과,"본 수업은 자동 음성 (및 소리 신호) 인식 기술의 전반을 다룬다. 음성 처리에 관련된 디지털 신호처리, 음성학, 인지이론 및 음성 신호의 인코딩/디코딩 등 기본적인 전공지식을 습득한다. 딥러닝을 이용한 최신 라이브러리는 팀 프로젝트를 통하여 스스로 학습하고, 하나의 응용 예를 구현한다.",
DAI4001,인공지능캡스톤디자인2,,전공심화,4,,인공지능학과,"학생들이 선정한 주제에 따라 캡스톤디자인 프로젝트를 제작, 완성한다. 지도교수 미팅 - 캡스톤 작품 제작을 위하여 지도교수님과 미팅을 갖고 조언을 받음.",
DAI4003,인공지능연구실심화실습3,,전공심화,4,,인공지능학과,"연구 활동에 참여하여 높은 수준의 학문을 탐색하고 이해하며, 또한 연구 프로젝트에의 실질적인 기여를 추구한다.
(수강신청 전 유용재 교수와 면담 필수. 면담 없이 신청한 학생은 F 부여. 4학년의 경우 진학 예정자만 수강 허가 예정입니다.)",
DAI4004,인공지능연구실심화실습4,,전공심화,4,,인공지능학과,"연구 활동에 참여하여 높은 수준의 학문을 탐색하고 이해하며, 또한 연구 프로젝트에의 실질적인 기여를 추구한다.
(수강신청 전 유용재 교수와 면담 필수. 심화실습 4는 본 연구실 진학예정자만 수강 가능.)",
DAN0001,안무워크샵,,전공핵심,2,,무용예술학과,"안무라는 개념이 글로써 복잡하게 다가오고, 실기로서 높은 성취만을 요구하여 학생들에게 어렵고 거리감이 있게 느껴지는 것이 아닌 일상적이고 소소한 아이디어에서 출발하여 무궁무진한 움직임으로의 가능성을 열어 줄 수 있음을 경험하고자 한다. 이를 위해 이 실기 수업에서 학생들은 다양한 방식으로의 움직임 탐구를 경험하여 안무적 접근을 할 수 있는 기회를 제공한다.
학생들의 직접 ‘안무가되기’를 통해 안무가로서의 역할을 실습해본다.",
DAN0002,안무실습2,,전공핵심,2,,무용예술학과,"이 수업은 안무의 개념이 단어로 복잡하게 다가와 높은 성취만을 요구한다는 생각에서 벗어나, 안무가 학생들에게 어렵고 멀게만 느끼기 보다는 일상적이고 작은 아이디어에서 시작할 수 있다는 점을 제공하고자 한다. 이를 위해 본 실습 수업에서는 전형적인 안무 방식인 움직임을 연결하는 방식에서 확장되어 다양한 방법으로 움직임을 결합하고 해체해보는 경험할 기회를 제공한다.",
DAN0003,안무워크샵심화,,전공심화,3,,무용예술학과,본 강의는 전문 안무가로 나아가기 위한 창작 훈련 실기 과목으로 안무 능력의 바탕을 마련하고자 다양한 실습을 통해 무용 구성법과 창작하는 방법을 익히고 다양한 안무 형식을 경험하게 하는 데 그 목적이 있다.,
DAN0005,안무실습5,,전공심화,4,,무용예술학과,"안무라는 개념이 글로써 복잡하게 다가오고, 실기로서 높은 성취만을 요구하여 학생들에게 어렵고 거리감이 있게 느껴지는 것이 아닌 일상적이고 소소한 아이디어에서 출발하여 무궁무진한 움직임으로의 가능성을 열어 줄 수 있음을 실습하고자 한다.
이를 위해 이 실기 수업에서 학생들은 다양한 방식으로의 움직임 탐구를 경험하여 안무적 접근을 할 수 있는 기회를 제공한다.",
DAN0006,안무실습6,,전공심화,4,,무용예술학과,프리스타일 힙합 댄스라는 장르를 활용한 안무 제작 실습 강의,
DAN0011,제작실습(1),,전공핵심,2,,무용예술학과,"공연 제작에 대한 기초적 이론 지식을 습득한다.
신체를 통하여 개인 및 그룹이 함께 다양한 방식으로의 제작을 위해 신체적 탐구 그리고 안무적 구성, 형태를 제작해
보는 경험을 해본다.
신체를 통한 제작실습에서 그치는 것이 아니라 제작과정을 언어로 표현하고 서로의 의견을 공유할 수 있는 ‘자신의 작
품 말하기’ 기술을 익혀본다.
영상을 포함한 다양한 기록 자료들을 통해 춤 현장에서의 다양한 제작 사례들을 살펴본다.",
DAN0012,제작실습(2),,전공핵심,2,,무용예술학과,"제작실습은 무용 창작을 위한 역량을 함양하고 구현하기 위한 교과목으로서 창작 무용의 기능인 주제의 선택, 표현법, 작품 구성(종합 방법), 감상의 숙련도를 향상시키는 것을 수업 목표로 한다.
구체적인 과정의 소개는 다음과 같다. 1)주제의 선택은 자연, 예술, 사상, 감정, 생활 사상의 선택 범위로부터 발달과 개인차에 맞추어 구상적, 추상적인 파악이 가능해지도록 한다. 2)표현법에는 사람 수, 움직임, 리듬, 공간, 반주의 학습 내용이 포함된다. 3)작품 구성에는 변화와 통일이 있는 아름다운 작품으로서 내용에 맞게 종합하는 방법을 공부하는 학습 내용이 포함된다. 4)감상에서는 아름다운 표현을 느끼거나 내용에 맞는 표현을 볼 줄 아는 학습 내용이 포함된다
학습의 목표에 따라 계획을 세워 역할을 분담하고 협력해서 목표를 달성하는 학습 내용이 포함된다. 창작 과정에서는 특히 필요한 의견을 내놓고 솔직하게 자기를 표현하며, 동시에 상대를 이해시키고 서로 인정하는 태도가 필요하다.
또한 본 과목은 학습자 중심의 교수-학습 방법인 IC-PBL(Industry-Coupled Problem Based Learning)을 기반으로 향후 사회에서 요구되는 협동역량, 문제해결 능력 등을 함양하고 배워 나 갈 수 있다.
이때, 교수자와 각 팀을 이룬 학습자 간 매주 발표와 피드백을 주기적으로 실시하여 프로젝트 기획안의 완성도를 높일 수 있도록 독려하며 점진적으로 해당 과목에 연관된 전문역량을 기르는 것에 목적을 두고 있다.",
DAN0013,제작실습(3),,전공심화,3,,무용예술학과,"다양한 자료들을 통해 춤.공연.안무의 변화를 살펴보고 즉흥을 기반으로 하여 움직임 탐구 및 안무 구성 작품 제작을 한다.
제작실습은 무용 창작을 위한 역량을 함양하고 구현하기 위한 교과목으로서 창작 무용의 기능인 제재의 선택, 표현법, 작품 구성(종합 방법), 감상의 숙련도를 향상시키는 것을 수업 목표로 한다.
구체적인 과정의 소개는 다음과 같다.
1)제재의 선택은 자연, 예술, 사상, 감정, 생활 사상의 선택 범위로부터 발달과 개인차에 맞추어 구상적, 추상적인 파악이 가능해지도록 한다.
2)표현법에는 사람 수, 움직임, 리듬, 공간, 반주의 학습 내용이 포함된다.
3)작품 구성에는 변화와 통일이 있는 아름다운 작품으로서 내용에 맞게 종합하는 방법을 공부하는 학습 내용이 포함된다.
4)감상에서는 아름다운 표현을 느끼거나 내용에 맞는 표현을 볼 줄 아는 학습 내용이 포함된다
학습의 목표에 따라 계획을 세워 역할을 분담하고 협력해서 목표를 달성하는 학습 내용이 포함된다. 창작 과정에서는 특히 필요한 의견을 내놓고 솔직하게 자기를 표현하며, 동시에 상대를 이해시키고 서로 인정하는 태도가 필요하다.
또한 본 과목은 학습자 중심의 교수-학습 방법인 IC-PBL(Industry-Coupled Problem Based Learning)을 기반으로 향후 사회에서 요구되는 협동역량, 문제해결 능력 등을 함양하고 배워 나 갈 수 있다.
이때, 교수자와 각 팀을 이룬 학습자 간 매주 발표와 피드백을 주기적으로 실시하여 프로젝트 기획안의 완성도를 높일 수 있도록 독려하며 점진적으로 해당 과목에 연관된 전문역량을 기르는 것에 목적을 두고 있다.",
DAN0014,제작실습(4),,전공심화,3,,무용예술학과,"이 수업은 3학년 학생들이 그동안 습득해 온 전공지식을 활용하여 무용분야와 관련한 팀프로젝트를 진행한다.
‘배리어프리(barrier free) 무용공연 제작’이라는 주제로 경계없는 예술을 제작해본다. 현재 공연예술과 관련된 산업현장의 사례를 조사 및 분석하여 산언체의 문제를 새로운 방향성으로 작품을 기획, 설계, 제작한다.
제작된 작품은 학기 말에 공공의 장소에서 공연되는 것을 목표로 둔다.",
DAN0015,제작실습(5),,전공심화,4,,무용예술학과,무용작품이 무대에 올라가기까지의 그 과정의 인식케하는 수업이다,
DAN0016,제작실습(6),,전공심화,4,,무용예술학과,"1. 한국 전통춤의 ˂교방무˃ 역사적 배경 및 춤의 구조를 이해함으로써 춤사위와 장단을 이해하고 학습한다. 2. 장단의 변화에 따른 춤사위를 이해하고, 상관관계를 학습한다. 3. 한국춤의 다른 유파를 비교함으로써 춤사위의 특징을 이해한다. 4. 전통 춤사위를 기반으로 창작움직임의 가능성을 타진한다.",
DAN1004,현대무용2,,전공기초,1,,무용예술학과,"현대무용2는 전공기초 실기과목으로 현대무용 전공자들이 기본으로 습득해야 하는 기본 테크닉을 교육하고, 이를 기반으로 다양한 Combination을 통해 신체 표현력과 무용 어휘력을 교육하여 현대무용 전공자의 실기능력 향상에 주력한다.",
DAN1057,무용해부생리학,,전공핵심,1,,무용예술학과,정신과 신체를 도구로 하여 무용이라는 창작작업을 하는 이들에게 근골격게에 대한 올바른 이해를 돕고자 한다.,
DAN1058,한국무용실기,,전공기초,1,,무용예술학과,자신의 감정과 지성을 역동적인 움직임으로 표출할 수 있는 정확한 자세와 공간이동능력을 기른다,
DAN1059,현대무용실기,,전공기초,1,,무용예술학과,"본 수업은 현대무용의 전체적인 흐름과 기초적인 움직임의 요소를 이해하고, 기본 동작을 학습 및 습득하고자 한다. 나아가 신체의 움직임의 범위를 넓혀 다양한 움직임을 표현하고자 한다.",
DAN1060,발레실기,,전공기초,1,,무용예술학과,바가노바 교수법을 기초로 정확한 동작 수행 연습을 통한 테크닉 향상에 중점을 두고 지도한다.,
DAN1066,무용전공실기워크샵1,,전공심화,1,,무용예술학과,"1. 한국 전통 춤 한영숙 류 ˂태평무˃ 역사적 배경 및 춤의 구조를 이해함으로써 춤사위와 장단을 이해하고 학습한다. 2. 상체와 하체사위의 춤사위의 특징을 이해한다. 3. 한성준- 한영숙으로 전해지는 시대와 역사적 배경, 작품의 특징을 학습한다.",
DAN1067,무용전공실기워크샵2,,전공핵심,1,,무용예술학과,"한국전통춤에 대한 이해와 실습을 통해 한국 춤의 미적 정서와 호흡, 춤사위에 대해 이해할 수 있다.",
DAN2019,무용심리,,전공심화,3,,무용예술학과,심리학은 인간의 심리현상을 과학적으로 탐구하는 학문이다. 무용심리학은 심리적 가치를 인정하고 이해하여 신체적 수행을 하는데 기반을 갖게된다.,
DAN2021,무용구성법,,전공핵심,2,,무용예술학과,"안무는 예술의 표현방법으로써 다양한 가능성을 지니고 있다. 안무, 즉 하나의 작품을 완성하는 제작의 과정은 아이디어, 개념화, 움직임 방법 및 표현방법, 변형과 발전 등 행위자의 내면 깊숙한 곳에 내재되어 있는 창조성을 발견하는 과정이다. 이러한 잠재적 직관과 창조성의 감각을 발전시키고 그 능력을 함양한다.",
